704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 30.11.2019 08:17:35.0080000; 
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.5080000; 03.12.2019 07:58:57.7120000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.5080000; 03.12.2019 07:58:57.7120000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.5160000; 03.12.2019 07:58:57.7200000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.5160000; 03.12.2019 07:58:57.7200000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.5180000; 03.12.2019 07:58:57.7220000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.5180000; 03.12.2019 07:58:57.7220000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 03.12.2019 07:58:57.5040000; 03.12.2019 07:58:58.5620000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 03.12.2019 07:58:57.5040000; 03.12.2019 07:58:58.5780000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 03.12.2019 07:58:57.5060000; 03.12.2019 07:58:58.6900000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 03.12.2019 07:58:57.5060000; 03.12.2019 07:58:58.7060000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 03.12.2019 07:58:57.5060000; 03.12.2019 07:58:58.7220000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 03.12.2019 07:58:57.5060000; 03.12.2019 07:58:58.7380000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.8700000; 03.12.2019 07:58:58.0740000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.8700000; 03.12.2019 07:58:58.0740000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.8720000; 03.12.2019 07:58:58.0760000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.8720000; 03.12.2019 07:58:58.0760000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.8740000; 03.12.2019 07:58:58.0780000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 03.12.2019 07:58:57.8740000; 03.12.2019 07:58:58.0780000
