66011; Selezione utensile: utensile selezionato 4797 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 01.09.2020 13:48:15.1500000; 
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 01.09.2020 13:48:15.2450000; 01.09.2020 13:48:42.6760000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 01.09.2020 14:48:15.9170000; 01.09.2020 14:48:43.4790000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 02.09.2020 00:06:04.8740000; 02.09.2020 00:06:05.0780000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 02.09.2020 00:06:04.8740000; 02.09.2020 00:06:05.0780000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 02.09.2020 00:06:04.8820000; 02.09.2020 00:06:05.0860000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 02.09.2020 00:06:04.8820000; 02.09.2020 00:06:05.0860000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 02.09.2020 00:06:04.8840000; 02.09.2020 00:06:05.0880000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 02.09.2020 00:06:04.8840000; 02.09.2020 00:06:05.0880000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 02.09.2020 00:06:04.8700000; 02.09.2020 00:06:05.9310000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 02.09.2020 00:06:04.8700000; 02.09.2020 00:06:05.9470000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 02.09.2020 00:06:04.8700000; 02.09.2020 00:06:06.0630000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 02.09.2020 00:06:04.8700000; 02.09.2020 00:06:06.0790000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 02.09.2020 00:06:04.8700000; 02.09.2020 00:06:06.0950000
