27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:02:59.6880000; 
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:02:59.6880000; 02.06.2020 06:02:59.8920000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:02:59.6960000; 02.06.2020 06:02:59.9000000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:02:59.6960000; 02.06.2020 06:02:59.9000000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:02:59.6980000; 02.06.2020 06:02:59.9020000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:02:59.6980000; 02.06.2020 06:02:59.9020000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:02:59.6850000; 02.06.2020 06:03:00.7490000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:02:59.6850000; 02.06.2020 06:03:00.7660000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:02:59.6850000; 02.06.2020 06:03:00.8500000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:02:59.6850000; 02.06.2020 06:03:00.8660000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:02:59.6850000; 02.06.2020 06:03:00.8820000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:02:59.6850000; 02.06.2020 06:03:00.8980000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:03:00.0620000; 02.06.2020 06:03:00.2660000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:03:00.0620000; 02.06.2020 06:03:00.2660000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:03:00.0640000; 02.06.2020 06:03:00.2680000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:03:00.0640000; 02.06.2020 06:03:00.2680000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:03:00.0660000; 02.06.2020 06:03:00.2700000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:03:00.0660000; 02.06.2020 06:03:00.2700000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:03:00.0570000; 02.06.2020 06:03:01.1900000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:03:00.0570000; 02.06.2020 06:03:01.2060000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:03:00.0570000; 02.06.2020 06:03:01.2220000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:03:00.0570000; 02.06.2020 06:03:01.2380000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:03:00.0570000; 02.06.2020 06:03:01.2540000
701048; A-Achse: Klemmung entblockt Druck (=1505FC2-BP1:2) fehlt; sinumerik_alarm_plc_pmc; 02.06.2020 06:20:58.6240000; 
; ----- Start Alarmerfassung -----; ; 02.06.2020 06:29:35.9540000; 02.06.2020 06:29:35.9540000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.4370000; 02.06.2020 06:31:03.6420000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.4370000; 02.06.2020 06:31:03.6420000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.4450000; 02.06.2020 06:31:03.6500000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.4450000; 02.06.2020 06:31:03.6500000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.4470000; 02.06.2020 06:31:03.6520000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.4470000; 02.06.2020 06:31:03.6520000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.4360000; 02.06.2020 06:31:04.4950000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.4360000; 02.06.2020 06:31:04.5190000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.4380000; 02.06.2020 06:31:04.6030000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.4380000; 02.06.2020 06:31:04.6190000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.4380000; 02.06.2020 06:31:04.6510000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.4370000; 02.06.2020 06:31:04.6670000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.8000000; 02.06.2020 06:31:04.0040000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.8000000; 02.06.2020 06:31:04.0040000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.8020000; 02.06.2020 06:31:04.0060000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.8020000; 02.06.2020 06:31:04.0060000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.8040000; 02.06.2020 06:31:04.0080000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 02.06.2020 06:31:03.8040000; 02.06.2020 06:31:04.0080000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.7960000; 02.06.2020 06:31:04.9470000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.7960000; 02.06.2020 06:31:04.9640000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.7960000; 02.06.2020 06:31:04.9790000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.7960000; 02.06.2020 06:31:04.9950000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 02.06.2020 06:31:03.7960000; 02.06.2020 06:31:05.0110000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 02.06.2020 08:08:50.5950000; 02.06.2020 08:09:00.0660000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 02.06.2020 08:08:51.8780000; 02.06.2020 08:08:54.7350000
16927; Kanal 1: Aktion 'Wechsel in Handbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 08:17:30.6540000; 02.06.2020 08:17:43.0460000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 02.06.2020 08:18:46.7120000; 02.06.2020 08:19:21.5630000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 02.06.2020 08:18:47.5020000; 02.06.2020 08:18:51.6320000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.06.2020 12:57:16.1850000; 02.06.2020 12:57:17.3600000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.06.2020 12:58:19.2880000; 02.06.2020 12:58:20.4830000
510008; Vorsicht Crashgefahr! Achsen wurden in JOG verfahren und repositionieren auf kürzesten Weg zurück!; sinumerik_alarm_plc_pmc; 02.06.2020 13:20:10.0810000; 02.06.2020 13:20:16.5130000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.06.2020 13:30:56.6030000; 02.06.2020 13:30:58.7110000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.06.2020 13:32:22.6120000; 02.06.2020 13:32:24.4700000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 02.06.2020 13:34:27.0450000; 02.06.2020 13:34:28.2040000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:14.5650000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:14.7010000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:14.8770000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:15.0780000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:15.2860000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:15.4940000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:15.6940000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:15.9020000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:16.1020000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:16.2780000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:16.4780000; 02.06.2020 15:15:18.9390000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 02.06.2020 15:15:16.6940000; 02.06.2020 15:15:18.9390000
