27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.2260000; 
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.2260000; 03.02.2020 06:55:00.4310000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.2340000; 03.02.2020 06:55:00.4390000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.2340000; 03.02.2020 06:55:00.4390000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.2360000; 03.02.2020 06:55:00.4410000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.2360000; 03.02.2020 06:55:00.4410000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.02.2020 06:55:00.2240000; 03.02.2020 06:55:01.2800000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.02.2020 06:55:00.2240000; 03.02.2020 06:55:01.2960000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.02.2020 06:55:00.2230000; 03.02.2020 06:55:01.3800000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.02.2020 06:55:00.2230000; 03.02.2020 06:55:01.3960000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.02.2020 06:55:00.2230000; 03.02.2020 06:55:01.4120000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 03.02.2020 06:55:00.2230000; 03.02.2020 06:55:01.4280000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.5890000; 03.02.2020 06:55:00.7930000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 03.02.2020 06:55:00.5890000; 03.02.2020 06:55:00.7930000
